Australia;Oil products;Oil refineries_ transformation (PJ);01. Australia;03. Oil products;06. Oil refineries_ transformation (PJ);947.58;930.56;1094.67;1244.36;1253.88;1304.85;1322.81;1316.20;1322.74;1267.08;1235.13;1254.87;1207.33;1212.15;1213.53;1178.50;1186.71;1267.93;1301.92;1342.31;1377.69;1394.61;1456.27;1481.42;1520.59;1580.14;1597.03;1617.14;1587.26;1601.74;1543.82;1535.56;1526.65;1494.69;1439.41;1326.89;1355.31;1374.93;1371.62;1346.99;1420.03;1352.26;1358.40;1262.58;1124.67;956.80;925.05;966.88;1030.32;921.00;757.14;551.00;..
Australia;Oil products;Total final consumption (PJ);01. Australia;03. Oil products;07. Total final consumption (PJ);937.33;931.27;1015.90;1012.05;1019.59;1030.48;1090.20;1114.40;1129.96;1127.06;1085.70;1078.24;1014.07;1061.06;1067.25;1083.40;1088.33;1148.93;1191.42;1213.93;1181.90;1204.17;1236.89;1267.22;1314.43;1360.98;1379.27;1386.12;1406.19;1453.50;1438.85;1417.20;1479.10;1525.63;1529.76;1556.30;1583.21;1618.52;1601.21;1652.79;1726.08;1783.77;1801.32;1804.31;1750.50;1769.67;1789.22;1836.03;1813.90;1717.42;1710.05;1702.01;..
Australia;Oil products;Industry (PJ);01. Australia;03. Oil products;08. Industry (PJ);254.57;237.34;233.34;265.46;246.52;241.88;252.93;241.50;242.56;225.22;190.65;165.89;131.04;135.10;114.98;105.83;105.34;114.23;120.25;120.82;112.94;112.37;115.81;120.03;123.56;131.99;135.17;135.42;138.11;148.53;142.26;117.26;128.67;126.17;128.76;132.73;127.48;143.79;136.11;132.09;164.55;187.20;192.99;188.69;161.82;157.21;157.39;169.88;175.25;180.65;187.91;190.35;..
Australia;Oil products;Transport (PJ);01. Australia;03. Oil products;09. Transport (PJ);468.33;485.58;538.15;554.32;576.72;595.65;633.76;668.13;684.50;701.05;712.93;729.79;721.36;748.68;770.48;791.31;803.75;835.37;861.20;873.90;850.48;871.56;886.69;910.08;947.67;982.01;1000.25;1000.48;1019.32;1049.36;1038.04;1065.18;1067.01;1106.12;1100.33;1129.12;1157.69;1179.49;1176.77;1219.31;1250.70;1259.39;1280.97;1282.86;1278.40;1294.66;1315.13;1344.43;1338.37;1245.11;1205.04;1224.72;..
Australia;Oil products;Residential (PJ);01. Australia;03. Oil products;10. Residential (PJ);32.30;32.78;32.99;42.17;47.66;46.74;50.69;46.30;44.89;32.82;24.55;22.68;19.81;18.47;18.51;16.91;16.95;15.64;15.29;15.83;15.64;16.04;17.02;15.58;15.32;15.05;15.15;14.78;14.07;14.64;14.23;14.20;15.08;13.64;12.29;11.01;13.30;11.97;15.70;15.32;16.04;15.72;16.07;15.83;15.41;16.88;14.84;14.94;15.41;14.88;15.16;10.07;..
Australia;Oil products;Commercial and public services (PJ);01. Australia;03. Oil products;11. Commercial and public services (PJ);5.11;4.90;4.69;28.22;27.55;26.42;25.21;23.42;22.20;21.22;17.88;15.46;12.48;10.56;9.97;10.06;9.71;10.14;10.44;10.73;10.77;11.82;12.35;11.91;12.02;12.22;12.11;12.40;12.69;13.10;13.08;19.89;18.96;20.71;20.64;23.79;24.47;25.24;26.02;26.14;27.97;30.11;31.19;32.25;32.66;29.83;30.91;30.73;26.98;27.25;28.15;28.87;..
Australia;Oil products;Other final consumption (PJ);01. Australia;03. Oil products;12. Other final consumption (PJ);177.02;170.66;206.73;121.89;121.14;119.79;127.61;135.05;135.81;146.76;139.69;144.41;129.38;148.26;153.32;159.29;152.58;173.55;184.24;192.63;192.08;192.37;205.03;209.62;215.87;219.71;216.59;223.04;222.00;227.87;231.24;200.67;249.38;258.97;267.75;259.65;260.26;258.03;246.60;259.93;266.83;291.36;280.10;284.68;262.20;271.08;270.94;276.06;257.89;249.53;273.79;247.99;..
Australia;Natural gas;Production (PJ);01. Australia;04. Natural gas;01. Production (PJ);75.06;108.14;141.58;162.13;175.48;187.62;236.53;256.10;290.87;312.63;365.61;403.22;421.63;441.07;470.57;513.98;530.04;549.43;564.99;717.61;746.33;812.35;873.78;941.52;1046.65;1074.18;1069.87;1112.05;1151.51;1194.92;1219.09;1270.28;1239.77;1247.34;1312.75;1510.32;1602.31;1669.44;1749.74;1862.28;1994.80;1910.58;2260.67;2320.80;2435.71;2894.44;3696.08;4236.88;4939.87;5329.21;5140.19;5452.94;5565.31
Australia;Natural gas;Imports (PJ);01. Australia;04. Natural gas;02. Imports (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.72;195.91;185.06;218.10;190.46;199.26;174.22;209.42;210.40;186.92;203.80;185.87;167.86;181.78;161.77;186.82;136.85;43.29
Australia;Natural gas;Exports (PJ);01. Australia;04. Natural gas;03. Exports (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-98.37;-166.50;-211.86;-248.95;-288.66;-345.64;-370.48;-361.17;-374.54;-382.83;-387.92;-368.67;-372.08;-383.18;-387.46;-518.43;-588.95;-701.71;-669.69;-755.64;-876.00;-978.54;-925.03;-1152.38;-1139.78;-1229.37;-1821.71;-2572.24;-3041.97;-3686.09;-3904.71;-3816.57;-4173.09;-4087.14
Australia;Natural gas;Total energy supply (PJ);01. Australia;04. Natural gas;04. Total energy supply (PJ);75.06;108.14;141.58;162.13;175.48;187.62;236.53;256.10;290.87;312.63;365.61;403.22;421.63;441.07;470.57;513.98;530.04;549.43;564.99;619.24;579.83;600.49;624.83;652.86;701.01;703.69;708.70;737.51;768.68;807.00;850.42;788.52;856.59;859.87;794.32;965.09;1096.51;1184.81;1212.20;1176.74;1215.52;1159.76;1317.70;1385.64;1390.40;1276.41;1312.57;1363.18;1422.81;1556.88;1529.80;1441.74;1522.21
Australia;Natural gas;Electricity_ CHP and heat plants (PJ);01. Australia;04. Natural gas;05. Electricity_ CHP and heat plants (PJ);-21.52;-26.27;-33.01;-29.99;-28.70;-33.73;-44.41;-48.06;-56.01;-64.12;-89.24;-109.50;-98.56;-111.63;-99.91;-120.91;-116.10;-125.80;-129.24;-145.33;-109.32;-118.75;-122.73;-131.68;-149.10;-133.24;-129.72;-139.59;-161.52;-169.99;-184.78;-320.76;-203.63;-218.67;-226.37;-215.97;-302.14;-333.79;-385.34;-408.74;-422.04;-463.13;-465.73;-477.74;-497.72;-503.20;-502.66;-515.05;-511.05;-529.29;-470.92;-467.73;..
Australia;Natural gas;Oil refineries_ transformation (PJ);01. Australia;04. Natural gas;06. Oil refineries_ transformation (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;..
